locus,erv.assigned
RETROSEQ_chr20:11653150-11653250,cPa199
RETROSEQ_chr20:11667798-11668082,cPa463
RETROSEQ_chr20:11687355-11687544,cPa583
RETROSEQ_chr20:11687562-11687725,cPa583
RETROSEQ_chr20:11687779-11687879,cPa583
RETROSEQ_chr20:11691746-11691846,cPa228
RETROSEQ_chr20:11697848-11697956,cPa194
RETROSEQ_chr20:11698086-11698237,cPa194
RETROSEQ_chr20:11812717-11812828,cPa140
RETROSEQ_chr20:11832186-11832286,cPa194
RETROSEQ_chr20:11832371-11832566,cPa194
RETROSEQ_chr20:11832593-11832805,cPa194
RETROSEQ_chr20:11840340-11840440,cPa140
RETROSEQ_chr20:11875029-11875334,cPa379
RETROSEQ_chr20:11888124-11888224,cPa260
RETROSEQ_chr20:11911709-11911809,cPa450
RETROSEQ_chr20:11911886-11912014,cPa450
RETROSEQ_chr20:11914575-11914675,cPa446
RETROSEQ_chr20:11914724-11915005,cPa446
RETROSEQ_chr20:11932872-11932979,cPa199
RETROSEQ_chr20:11948867-11949028,cPa228
RETROSEQ_chr20:11949980-11950171,cPa199
RETROSEQ_chr20:11966824-11967112,cPa61
RETROSEQ_chr20:11970907-11971422,cPa194
RETROSEQ_chr20:11995780-11995880,cPa199|cPa273
RETROSEQ_chr20:12014310-12014420,cPa446
RETROSEQ_chr20:12032340-12032493,cPa176
RETROSEQ_chr20:12043952-12044052,cPa379
RETROSEQ_chr20:12047475-12047575,cPa391
RETROSEQ_chr20:12058061-12058161,cPa248
RETROSEQ_chr20:12060116-12060217,cPa424
RETROSEQ_chr20:12063678-12063784,cPa526
RETROSEQ_chr20:12066571-12066930,cPa140
RETROSEQ_chr20:12067014-12067114,cPa248
RETROSEQ_chr20:12091781-12091938,cPa260
RETROSEQ_chr20:12091974-12092074,cPa260
RETROSEQ_chr20:12098075-12098203,cPa140|cPa248|cPa61
RETROSEQ_chr20:12107289-12107389,cPa260
RETROSEQ_chr20:12107510-12107746,cPa260
RETROSEQ_chr20:12132231-12132331,HFV_NC001736
RETROSEQ_chr20:12132351-12132552,HFV_NC001736
RETROSEQ_chr20:12135628-12135728,cPa227
RETROSEQ_chr20:12138637-12138754,HML1a_repbase_HERV_K14CI_LTR14C
RETROSEQ_chr20:12141076-12141176,cPa450
RETROSEQ_chr20:12146377-12146477,cPa543
RETROSEQ_chr20:12156949-12157049,cPa543
RETROSEQ_chr20:12161853-12161966,cPa194
RETROSEQ_chr20:12162073-12162203,cPa194
RETROSEQ_chr20:12162286-12162390,cPa194
RETROSEQ_chr20:12173714-12174022,cPa260
RETROSEQ_chr20:12186076-12186176,cPa260
RETROSEQ_chr20:12194871-12194971,cPa246
RETROSEQ_chr20:12208128-12208228,cPa194
RETROSEQ_chr20:12208260-12208612,cPa194
RETROSEQ_chr20:12209954-12210054,cPa308
RETROSEQ_chr20:12221026-12221126,cPa183
RETROSEQ_chr20:12235286-12235443,cPa452
RETROSEQ_chr20:12245397-12245549,cPa194
RETROSEQ_chr20:12275197-12275478,cPa543
RETROSEQ_chr20:12277128-12277228,cPa327
RETROSEQ_chr20:12329072-12329207,cPa194
RETROSEQ_chr20:12329225-12329800,cPa194
RETROSEQ_chr20:12331232-12331508,cPa194
RETROSEQ_chr20:12331516-12331639,cPa194
RETROSEQ_chr20:12343059-12343189,cPa363
RETROSEQ_chr20:12388227-12388327,cPa140
RETROSEQ_chr20:12397368-12397468,cPa391
RETROSEQ_chr20:12409761-12409861,cPa543
RETROSEQ_chr20:12409946-12410046,cPa543
RETROSEQ_chr20:12419262-12419362,cPa353|cPa486
RETROSEQ_chr20:12429828-12429980,cPa542
RETROSEQ_chr20:12435625-12435860,cPa194
RETROSEQ_chr20:12436193-12436293,cPa194
RETROSEQ_chr20:12437215-12437667,cPa199
RETROSEQ_chr20:12439741-12439878,cPa194
RETROSEQ_chr20:12439916-12440055,cPa194
RETROSEQ_chr20:12446420-12446690,cPa327
RETROSEQ_chr20:12453650-12453750,cPa381
RETROSEQ_chr20:12524903-12525103,cPa163
RETROSEQ_chr20:12530429-12530555,cPa463
RETROSEQ_chr20:12537236-12537755,cPa333
RETROSEQ_chr20:12545977-12546077,cPa482
RETROSEQ_chr20:12546242-12546342,cPa482
RETROSEQ_chr20:12563489-12563589,cPa542
RETROSEQ_chr20:12563686-12563812,cPa450
RETROSEQ_chr20:12563916-12564016,cPa450
RETROSEQ_chr20:12572776-12572928,cPa486
RETROSEQ_chr20:12589301-12589401,cPa248
RETROSEQ_chr20:12589651-12590001,cPa248|cPa443
RETROSEQ_chr20:12600307-12600419,cPa526
RETROSEQ_chr20:12601735-12601835,cPa452
RETROSEQ_chr20:12607665-12607765,cPa246
RETROSEQ_chr20:12611955-12612055,cPa194
RETROSEQ_chr20:12622595-12622712,cPa199
RETROSEQ_chr20:12637218-12637318,cPa450
RETROSEQ_chr20:12640652-12640752,cPa482
RETROSEQ_chr20:12649086-12649274,cPa246
RETROSEQ_chr20:12659770-12659870,cPa260
RETROSEQ_chr20:12670190-12670290,cPa199
RETROSEQ_chr20:12674438-12674538,cPa183
RETROSEQ_chr20:12674544-12674644,cPa199
RETROSEQ_chr20:12701058-12701478,HML5_repbase_HERVK22I_LTR22
RETROSEQ_chr20:12710871-12710971,cPa140
RETROSEQ_chr20:12715323-12715477,cPa194
RETROSEQ_chr20:12725094-12725203,cPa443
RETROSEQ_chr20:12725250-12725375,cPa248
RETROSEQ_chr20:12727659-12727759,cPa482
RETROSEQ_chr20:12727927-12728111,cPa450
RETROSEQ_chr20:12737407-12737576,cPa228
RETROSEQ_chr20:12739159-12739259,cPa183
RETROSEQ_chr20:12771039-12771257,cPa542
RETROSEQ_chr20:12781554-12781758,cPa452
RETROSEQ_chr20:12786747-12786980,cPa450
RETROSEQ_chr20:12796924-12797024,cPa61
RETROSEQ_chr20:12812453-12812670,cPa363
RETROSEQ_chr20:12819038-12819156,cPa194
RETROSEQ_chr20:12819297-12819421,cPa194
RETROSEQ_chr20:12821013-12821280,cPa446
RETROSEQ_chr20:12823921-12824021,cPa183
RETROSEQ_chr20:12824064-12824164,cPa183
RETROSEQ_chr20:12832205-12832305,cPa260
RETROSEQ_chr20:12839943-12840053,cPa140
RETROSEQ_chr20:12840111-12840291,cPa140
RETROSEQ_chr20:12854185-12854374,cPa260
RETROSEQ_chr20:12877229-12877329,cPa542
RETROSEQ_chr20:12877545-12877645,cPa452
RETROSEQ_chr20:12896987-12897094,cPa482
RETROSEQ_chr20:12934027-12934258,cPa450
RETROSEQ_chr20:12942619-12942820,cPa194
RETROSEQ_chr20:12955290-12955390,cPa526
RETROSEQ_chr20:12955411-12955523,cPa526
RETROSEQ_chr20:12969534-12969656,cPa482
RETROSEQ_chr20:12972930-12973030,cPa482
RETROSEQ_chr20:12974236-12974336,cPa452
RETROSEQ_chr20:12979706-12979806,cPa273|cPa379
RETROSEQ_chr20:12986518-12986618,cPa260
RETROSEQ_chr20:12986679-12986997,cPa260
RETROSEQ_chr20:12987018-12987118,cPa228
RETROSEQ_chr20:12995605-12996089,cPa450
RETROSEQ_chr20:12999765-12999865,cPa140
RETROSEQ_chr20:13000389-13000551,cPa248
RETROSEQ_chr20:13000620-13000803,cPa248
RETROSEQ_chr20:13014885-13014985,cPa140
RETROSEQ_chr20:13014999-13015115,cPa248
RETROSEQ_chr20:13015265-13015414,cPa140
RETROSEQ_chr20:13015416-13015516,cPa264
RETROSEQ_chr20:13017612-13017712,cPa486
RETROSEQ_chr20:13017777-13017962,cPa353
RETROSEQ_chr20:13027919-13028029,cPa542
RETROSEQ_chr20:13029136-13029236,cPa228
RETROSEQ_chr20:13030631-13030731,cPa327
RETROSEQ_chr20:13030935-13031035,cPa327
RETROSEQ_chr20:13031443-13031567,cPa248
RETROSEQ_chr20:13033718-13033850,cPa194
RETROSEQ_chr20:13033872-13033972,cPa194
RETROSEQ_chr20:13039276-13039394,cPa260
RETROSEQ_chr20:13039406-13039506,cPa260
RETROSEQ_chr20:13039523-13039625,cPa260
RETROSEQ_chr20:13126495-13126720,cPa140
RETROSEQ_chr20:13127265-13127367,cPa127
RETROSEQ_chr20:13127718-13127855,cPa363|cPa452
RETROSEQ_chr20:13127860-13127993,cPa452
RETROSEQ_chr20:13133259-13133359,cPa452
RETROSEQ_chr20:13139179-13139290,cPa452
RETROSEQ_chr20:13147965-13148223,cPa182
RETROSEQ_chr20:13149707-13149807,cPa182
RETROSEQ_chr20:13149895-13149995,cPa182
RETROSEQ_chr20:13150450-13150550,cPa182
RETROSEQ_chr20:13154275-13154441,cPa224
RETROSEQ_chr20:13154464-13154564,cPa224
RETROSEQ_chr20:13193945-13194045,cPa176
RETROSEQ_chr20:13194129-13194398,cPa176
RETROSEQ_chr20:1319960-1320060,cPa543
RETROSEQ_chr20:13225780-13225887,cPa363
RETROSEQ_chr20:13226303-13226403,cPa71
RETROSEQ_chr20:13226541-13226694,cPa16
RETROSEQ_chr20:13226736-13226914,cPa391
RETROSEQ_chr20:13229582-13229979,cPa446
RETROSEQ_chr20:13231304-13231404,cPa443
RETROSEQ_chr20:13231424-13231636,cPa443
RETROSEQ_chr20:13237418-13237518,cPa227|cPa381
RETROSEQ_chr20:13237914-13238057,CAEV_NC001463
RETROSEQ_chr20:13238558-13238768,cPa541
RETROSEQ_chr20:13239381-13239487,cPa113|cPa541
RETROSEQ_chr20:13280704-13280921,cPa140
RETROSEQ_chr20:13289670-13289770,cPa163
RETROSEQ_chr20:13428237-13428344,cPa541
RETROSEQ_chr20:13428397-13428497,cPa541
RETROSEQ_chr20:13444542-13444642,cPa463
RETROSEQ_chr20:13446320-13446424,cPa511
RETROSEQ_chr20:13447186-13447286,cPa177
RETROSEQ_chr20:13447602-13447702,cPa177
RETROSEQ_chr20:13452552-13452652,cPa177
RETROSEQ_chr20:13452971-13453071,cPa177
RETROSEQ_chr20:13454218-13454318,cPa177
RETROSEQ_chr20:13454346-13454446,cPa177
RETROSEQ_chr20:13454796-13454896,cPa177
RETROSEQ_chr20:13471495-13471595,cPa402
RETROSEQ_chr20:13471702-13471802,cPa402
RETROSEQ_chr20:13487005-13487138,cPa363
RETROSEQ_chr20:13487373-13487659,cPa452
RETROSEQ_chr20:13570229-13570329,cPa194
RETROSEQ_chr20:13571182-13571282,cPa163
RETROSEQ_chr20:13577121-13577221,HERV_XA34_repbase_HERVFH21I_LTR21A
RETROSEQ_chr20:13579731-13579831,cPa140
RETROSEQ_chr20:13579863-13579979,cPa452
RETROSEQ_chr20:13614693-13614877,cPa486
RETROSEQ_chr20:13616058-13616160,cPa390
RETROSEQ_chr20:13616250-13616350,cPa62
RETROSEQ_chr20:13617562-13617662,cPa390
RETROSEQ_chr20:13618288-13618388,cPa390
RETROSEQ_chr20:13618683-13618792,cPa390
RETROSEQ_chr20:13618807-13618930,cPa486
RETROSEQ_chr20:13618984-13619084,cPa486
RETROSEQ_chr20:13619510-13619610,cPa390
RETROSEQ_chr20:13619884-13620110,cPa486
RETROSEQ_chr20:13621305-13621405,cPa381
RETROSEQ_chr20:13622712-13622812,cPa486
RETROSEQ_chr20:13623015-13623115,cPa381
RETROSEQ_chr20:13626006-13626106,cPa248
RETROSEQ_chr20:13635473-13635646,cPa333
RETROSEQ_chr20:1365673-1365866,cPa176
RETROSEQ_chr20:13678818-13678918,cPa482
RETROSEQ_chr20:13709399-13709752,cPa194
RETROSEQ_chr20:13709764-13709980,cPa194
RETROSEQ_chr20:13715672-13715885,cPa140
RETROSEQ_chr20:13732527-13732627,cPa199
RETROSEQ_chr20:13734848-13735472,cPa248
RETROSEQ_chr20:13742361-13742461,cPa260
RETROSEQ_chr20:13768073-13768271,cPa228
RETROSEQ_chr20:13768380-13768503,cPa228
RETROSEQ_chr20:13814103-13814203,cPa194
RETROSEQ_chr20:13814269-13814514,cPa194
RETROSEQ_chr20:13818315-13818415,cPa194|cPa353|HML3_repbase_HERVK9I_MER9
RETROSEQ_chr20:13818464-13818630,cPa194
RETROSEQ_chr20:13818917-13819017,cPa194
RETROSEQ_chr20:13830633-13830783,cPa140
RETROSEQ_chr20:13851271-13851371,cPa142
RETROSEQ_chr20:13851537-13851637,cPa194
RETROSEQ_chr20:13853030-13853130,cPa248
RETROSEQ_chr20:13856381-13856604,cPa363
RETROSEQ_chr20:13858429-13858644,cPa443
RETROSEQ_chr20:13864205-13864305,cPa248
RETROSEQ_chr20:13866466-13866588,cPa199|cPa450
RETROSEQ_chr20:13869369-13869469,cPa168
RETROSEQ_chr20:13869584-13869712,cPa260
RETROSEQ_chr20:13930410-13930510,cPa228
RETROSEQ_chr20:14056701-14056801,cPa402
RETROSEQ_chr20:1413064-1413164,cPa363
RETROSEQ_chr20:1413253-1413353,cPa363
RETROSEQ_chr20:14236396-14236520,cPa140
RETROSEQ_chr20:14244738-14244838,cPa452
RETROSEQ_chr20:14244969-14245069,cPa452
RETROSEQ_chr20:1427462-1427562,cPa572
RETROSEQ_chr20:14349771-14349871,cPa542
RETROSEQ_chr20:14349878-14349978,cPa542
RETROSEQ_chr20:14350001-14350168,cPa542
RETROSEQ_chr20:14360786-14360982,cPa452
RETROSEQ_chr20:14411623-14411723,cPa353|cPa447
RETROSEQ_chr20:14411737-14411852,cPa447
RETROSEQ_chr20:14414936-14415036,cPa182
RETROSEQ_chr20:14415067-14415167,cPa182
RETROSEQ_chr20:14417161-14417263,cPa182|cPa391
RETROSEQ_chr20:14417280-14417386,cPa182
RETROSEQ_chr20:14417500-14417600,cPa391
RETROSEQ_chr20:14462444-14462544,cPa140
RETROSEQ_chr20:14477815-14478226,cPa542
RETROSEQ_chr20:14483638-14483738,cPa163
RETROSEQ_chr20:14491064-14491164,cPa391
RETROSEQ_chr20:14494052-14494152,cPa205
RETROSEQ_chr20:14502059-14502159,cPa391
RETROSEQ_chr20:14555922-14556029,cPa163
RETROSEQ_chr20:14641155-14641266,cPa443
RETROSEQ_chr20:14644420-14644520,cPa216
RETROSEQ_chr20:14646408-14646575,cPa452
RETROSEQ_chr20:14662699-14662799,cPa248
RETROSEQ_chr20:14671248-14671381,cPa140
RETROSEQ_chr20:14708236-14708336,cPa452
RETROSEQ_chr20:14738635-14738735,cPa391
RETROSEQ_chr20:1475940-1476051,cPa424
RETROSEQ_chr20:14819690-14819834,cPa390
RETROSEQ_chr20:14821957-14822057,cPa390
RETROSEQ_chr20:14822171-14822281,cPa205
RETROSEQ_chr20:14823025-14823222,cPa555
RETROSEQ_chr20:14823607-14823859,cPa482
RETROSEQ_chr20:14825865-14825965,cPa168
RETROSEQ_chr20:14833851-14834006,cPa248
RETROSEQ_chr20:1484820-1484920,cPa140
RETROSEQ_chr20:14871620-14871825,cPa443
RETROSEQ_chr20:14871830-14871953,cPa443
RETROSEQ_chr20:14872127-14872321,cPa264
RETROSEQ_chr20:14872811-14872911,cPa264
RETROSEQ_chr20:14873449-14873549,cPa443
RETROSEQ_chr20:14879828-14880029,cPa248
RETROSEQ_chr20:14884038-14884138,cPa183
RETROSEQ_chr20:14884877-14884977,cPa163
RETROSEQ_chr20:14887801-14887911,cPa188
RETROSEQ_chr20:14887968-14888068,cPa34
RETROSEQ_chr20:14888205-14888305,cPa183
RETROSEQ_chr20:14929716-14929816,cPa353|cPa447
RETROSEQ_chr20:14931944-14932044,cPa391
RETROSEQ_chr20:1586545-1586774,cPa199
RETROSEQ_chr20:1964278-1964457,HIV1_NC001802
RETROSEQ_chr20:1990267-1990367,HIV1_NC001802
RETROSEQ_chr20:1990378-1990605,HIV1_NC001802
RETROSEQ_chr20:1990654-1990754,HIV1_NC001802
RETROSEQ_chr20:1999842-1999942,cPa486
RETROSEQ_chr20:2025908-2026008,cPa199|cPa542
RETROSEQ_chr20:2095548-2095648,cPa572
RETROSEQ_chr20:2111574-2111674,cPa199
RETROSEQ_chr20:2124281-2124381,HIV1_NC001802
RETROSEQ_chr20:2140318-2140655,cPa199
RETROSEQ_chr20:2178996-2179096,HERV_W_repbase_HERV17_LTR17
RETROSEQ_chr20:2213324-2213497,HERV30_repbase_HERV30I_LTR30
RETROSEQ_chr20:2213543-2213687,HERV30_repbase_HERV30I_LTR30
RETROSEQ_chr20:2350946-2351120,cPa199
RETROSEQ_chr20:2692387-2692487,cPa308
RETROSEQ_chr20:2692491-2692591,cPa308
RETROSEQ_chr20:305250-305350,cPa15
RETROSEQ_chr20:3208480-3208580,cPa391
RETROSEQ_chr20:3297209-3297309,cPa391
RETROSEQ_chr20:3502812-3502912,cPa15
RETROSEQ_chr20:3729359-3729459,cPa142
RETROSEQ_chr20:3906002-3906102,cPa529
RETROSEQ_chr20:4004199-4004299,cPa450
RETROSEQ_chr20:4021477-4021578,cPa450
RETROSEQ_chr20:4042266-4042380,cPa363
RETROSEQ_chr20:4043428-4043528,HTLV1_NC001436
RETROSEQ_chr20:4217956-4218255,cPa452
RETROSEQ_chr20:4280170-4280371,cPa452
RETROSEQ_chr20:4429439-4429539,cPa264
RETROSEQ_chr20:459415-459515,cPa163
RETROSEQ_chr20:4626228-4626351,cPa391
RETROSEQ_chr20:4635013-4635113,cPa542
RETROSEQ_chr20:4704032-4704137,cPa273
RETROSEQ_chr20:4787588-4787688,cPa273
RETROSEQ_chr20:4845687-4845787,cPa450
RETROSEQ_chr20:4942886-4942988,cPa391
RETROSEQ_chr20:5017635-5017735,cPa285
RETROSEQ_chr20:5070226-5070412,cPa140
RETROSEQ_chr20:5163059-5163159,cPa140
RETROSEQ_chr20:5163221-5163342,cPa140
RETROSEQ_chr20:5173050-5173346,cPa333
RETROSEQ_chr20:5191004-5191105,cPa260
RETROSEQ_chr20:5234985-5235085,cPa168
RETROSEQ_chr20:5235191-5235291,cPa168
RETROSEQ_chr20:5417032-5417132,cPa224
RETROSEQ_chr20:5665173-5665273,cPa201
RETROSEQ_chr20:5799064-5799242,cPa482
RETROSEQ_chr20:5857087-5857187,cPa201
RETROSEQ_chr20:5891976-5892076,cPa391
RETROSEQ_chr20:5895488-5895588,cPa140
RETROSEQ_chr20:6017555-6017764,cPa194
RETROSEQ_chr20:6017799-6017981,cPa194
RETROSEQ_chr20:6018024-6018124,cPa194
RETROSEQ_chr20:6036262-6036362,HERV_XA34_repbase_HERVFH21I_LTR21A
RETROSEQ_chr20:6036535-6036635,cPa140
RETROSEQ_chr20:6091414-6091517,cPa140
RETROSEQ_chr20:6196799-6196907,cPa391
RETROSEQ_chr20:6225222-6225322,cPa450
RETROSEQ_chr20:6332123-6332223,cPa583
RETROSEQ_chr20:6352896-6353122,cPa200
RETROSEQ_chr20:6369791-6369891,cPa482
RETROSEQ_chr20:6456127-6456227,PERV_AJ293656
RETROSEQ_chr20:6456291-6456391,PERV_AJ293656
RETROSEQ_chr20:6634395-6634495,cPa248
RETROSEQ_chr20:6648469-6648578,cPa140
RETROSEQ_chr20:6729131-6729231,cPa285
RETROSEQ_chr20:7469280-7469476,cPa363
RETROSEQ_chr20:7596270-7596370,cPa452
RETROSEQ_chr20:790537-790637,cPa140
RETROSEQ_chr20:7962268-7962368,cPa450
RETROSEQ_chr20:7994027-7994138,cPa140
RETROSEQ_chr20:8023990-8024318,cPa363
RETROSEQ_chr20:8180673-8180773,cPa308
RETROSEQ_chr20:8252905-8253005,cPa353|cPa447
RETROSEQ_chr20:8408089-8408231,cPa140
RETROSEQ_chr20:8411617-8411717,cPa140
RETROSEQ_chr20:8413040-8413140,cPa308
RETROSEQ_chr20:8466282-8466382,cPa199
RETROSEQ_chr20:8535155-8535255,cPa447|cPa486
RETROSEQ_chr20:8616875-8617090,cPa183
RETROSEQ_chr20:8668288-8668388,cPa542
RETROSEQ_chr20:8668488-8668621,cPa450
RETROSEQ_chr20:8693550-8693651,HERV_XA34_repbase_HERVFH21I_LTR21A
RETROSEQ_chr20:8754990-8755090,cPa363
RETROSEQ_chr20:8879968-8880068,cPa194
RETROSEQ_chr20:8905087-8905187,cPa450
RETROSEQ_chr20:8919179-8919279,cPa194
RETROSEQ_chr20:90214-90392,cPa140
RETROSEQ_chr20:9113902-9114002,cPa140
RETROSEQ_chr20:9121583-9121683,cPa450
RETROSEQ_chr20:9121747-9121956,cPa450
RETROSEQ_chr20:9175282-9175382,HERV_I_repbase_HERVI_LTR10B
RETROSEQ_chr20:9297466-9297566,cPa194
RETROSEQ_chr20:9308601-9308701,cPa199|cPa542
RETROSEQ_chr20:9453023-9453123,cPa381
RETROSEQ_chr20:9471106-9471206,cPa260
RETROSEQ_chr20:9524066-9524166,cPa248
RETROSEQ_chr20:955687-955838,cPa163
RETROSEQ_chr20:9580278-9580378,HERV_XA34_repbase_HERVFH21I_LTR21A
RETROSEQ_chr20:9588560-9588660,MLV_Xmv43
RETROSEQ_chr20:9588694-9588818,PERV_AJ293656
RETROSEQ_chr20:9589247-9589347,MLV_Xmv43|PERV_AJ293656
RETROSEQ_chr20:9589442-9589730,PERV_AJ293656
RETROSEQ_chr20:9604774-9604890,cPa308
RETROSEQ_chr20:9653693-9653978,cPa452
RETROSEQ_chr20:972195-972295,cPa71
RETROSEQ_chr20:9751037-9751139,PERV_AJ293656
RETROSEQ_chr20:9845163-9845263,cPa199
RETROSEQ_chr20:9892619-9892719,cPa379
RETROSEQ_chr20:9892764-9892864,cPa363
RETROSEQ_chr20:9892995-9893095,cPa452
RETROSEQ_chr20:9904087-9904187,cPa127
RETROSEQ_chr20:9968246-9968376,cPa201
RETROSEQ_chr20:9980487-9980587,cPa363
RETROSEQ_chr21:1175779-1175879,cPa224
RETROSEQ_chr21:1213097-1213197,cPa199
RETROSEQ_chr21:1227584-1227774,cPa227|cPa542
RETROSEQ_chr21:1227805-1227932,cPa542
RETROSEQ_chr21:1227946-1228046,cPa542
RETROSEQ_chr21:1251440-1251540,cPa140
RETROSEQ_chr21:1340912-1341012,MER52A_repbase_MER52AI_MER52A
RETROSEQ_chr21:1345352-1345452,cPa199|cPa450
RETROSEQ_chr21:1348948-1349347,cPa62
RETROSEQ_chr21:137085-137290,cPa450
RETROSEQ_chr21:137318-137494,cPa450
RETROSEQ_chr21:1379977-1380231,cPa199
RETROSEQ_chr21:138310-138410,cPa542
RETROSEQ_chr21:1421643-1421830,cPa194
RETROSEQ_chr21:1423132-1423281,cPa446
RETROSEQ_chr21:1423292-1423392,cPa194
RETROSEQ_chr21:1448991-1449245,cPa450
RETROSEQ_chr21:1481603-1481703,cPa241
RETROSEQ_chr21:1574480-1574593,cPa140
RETROSEQ_chr21:1576283-1576383,cPa199
RETROSEQ_chr21:1606169-1606324,cPa50
RETROSEQ_chr21:1611424-1611524,cPa140
RETROSEQ_chr21:1643503-1643603,cPa194
RETROSEQ_chr21:1691041-1691234,cPa450
RETROSEQ_chr21:176324-176424,cPa450
RETROSEQ_chr21:176436-176705,cPa450
RETROSEQ_chr21:1850720-1850820,cPa183
RETROSEQ_chr21:1884273-1884373,cPa163
RETROSEQ_chr21:1884543-1884774,cPa163
RETROSEQ_chr21:1898155-1898255,cPa182
RETROSEQ_chr21:1906461-1906561,cPa140
RETROSEQ_chr21:1907125-1907225,cPa264
RETROSEQ_chr21:1909325-1909425,cPa264
RETROSEQ_chr21:1912210-1912321,cPa332
RETROSEQ_chr21:1916943-1917043,cPa264
RETROSEQ_chr21:1917060-1917160,cPa264
RETROSEQ_chr21:1919413-1919513,cPa527
RETROSEQ_chr21:1919550-1919726,cPa15
RETROSEQ_chr21:1921500-1921600,cPa15
RETROSEQ_chr21:1937278-1937378,cPa332
RETROSEQ_chr21:1937616-1937819,cPa332
RETROSEQ_chr21:1949159-1949259,cPa402
RETROSEQ_chr21:19650-19819,cPa308
RETROSEQ_chr21:1967428-1967536,cPa176
RETROSEQ_chr21:2029367-2029479,cPa140
RETROSEQ_chr21:2045099-2045209,cPa194
RETROSEQ_chr21:2045265-2045502,cPa194
RETROSEQ_chr21:2058885-2058985,cPa260
RETROSEQ_chr21:2157398-2157498,cPa260
RETROSEQ_chr21:2158957-2159057,cPa379
RETROSEQ_chr21:2241585-2241837,cPa450
RETROSEQ_chr21:23444-23544,cPa194
RETROSEQ_chr21:2403307-2403407,cPa391
RETROSEQ_chr21:2447524-2447624,cPa248
RETROSEQ_chr21:2451907-2452007,cPa163
RETROSEQ_chr21:2469226-2469326,cPa61
RETROSEQ_chr21:2476949-2477049,Cer1_U15406
RETROSEQ_chr21:2658307-2658407,cPa142
RETROSEQ_chr21:2754723-2754823,cPa500
RETROSEQ_chr21:2755426-2755526,cPa188
RETROSEQ_chr21:2755870-2755970,cPa188
RETROSEQ_chr21:2756746-2756928,cPa188
RETROSEQ_chr21:2759228-2759328,cPa183
RETROSEQ_chr21:2768238-2768338,cPa363
RETROSEQ_chr21:2824512-2824612,cPa482
RETROSEQ_chr21:2901499-2901617,cPa450
RETROSEQ_chr21:2910238-2910338,cPa327
RETROSEQ_chr21:2915391-2915718,cPa157
RETROSEQ_chr21:291624-291735,cPa452
RETROSEQ_chr21:2920333-2920849,cPa199
RETROSEQ_chr21:2922219-2922319,cPa450
RETROSEQ_chr21:2929811-2929911,cPa542
RETROSEQ_chr21:2929918-2930044,cPa273|cPa542
RETROSEQ_chr21:2930046-2930146,cPa542
RETROSEQ_chr21:2936271-2936371,cPa450
RETROSEQ_chr21:2941200-2941360,cPa140
RETROSEQ_chr21:2941401-2941739,cPa140
RETROSEQ_chr21:2958365-2958465,cPa285
RETROSEQ_chr21:2962232-2962332,cPa15
RETROSEQ_chr21:2982518-2982618,cPa308
RETROSEQ_chr21:2986270-2986494,cPa194
RETROSEQ_chr21:3010559-3010810,cPa308
RETROSEQ_chr21:3011823-3012248,cPa183|cPa379
RETROSEQ_chr21:3016720-3016820,cPa199
RETROSEQ_chr21:3016829-3017021,cPa542
RETROSEQ_chr21:3017024-3017278,cPa199
RETROSEQ_chr21:30490-30594,cPa201
RETROSEQ_chr21:3079514-3079697,cPa391
RETROSEQ_chr21:3145938-3146038,cPa176
RETROSEQ_chr21:3149611-3149711,MSEV_CT990572
RETROSEQ_chr21:3155525-3155625,cPa176
RETROSEQ_chr21:3165943-3166120,cPa248
RETROSEQ_chr21:3166207-3166459,cPa140
RETROSEQ_chr21:3171160-3171260,cPa379
RETROSEQ_chr21:3227926-3228027,cPa452
RETROSEQ_chr21:3232379-3232479,cPa140
RETROSEQ_chr21:3232613-3232714,cPa140
RETROSEQ_chr21:3232767-3232867,cPa140
RETROSEQ_chr21:3250111-3250237,cPa333
RETROSEQ_chr21:3292462-3292577,cPa452
RETROSEQ_chr21:3301367-3301533,cPa140
RETROSEQ_chr21:3372119-3372219,cPa199
RETROSEQ_chr21:3379677-3379925,cPa199
RETROSEQ_chr21:3387322-3387431,cPa273
RETROSEQ_chr21:3405440-3405633,cPa140
RETROSEQ_chr21:3445548-3445648,cPa248
RETROSEQ_chr21:3445683-3445911,cPa248
RETROSEQ_chr21:3494602-3494702,cPa391
RETROSEQ_chr21:3509304-3509404,cPa482
RETROSEQ_chr21:3511461-3511561,cPa194
RETROSEQ_chr21:3511566-3511800,cPa194
RETROSEQ_chr21:3539087-3539187,cPa482
RETROSEQ_chr21:3635231-3635331,cPa140
RETROSEQ_chr21:365028-365164,cPa452
RETROSEQ_chr21:3654773-3655069,cPa273
RETROSEQ_chr21:3655080-3655222,cPa227
RETROSEQ_chr21:3658931-3659031,cPa140
RETROSEQ_chr21:3659160-3659260,cPa140
RETROSEQ_chr21:3695626-3695726,cPa201
RETROSEQ_chr21:37051-37151,cPa248
RETROSEQ_chr21:3716521-3716621,cPa452
RETROSEQ_chr21:3801270-3801497,cPa452
RETROSEQ_chr21:3801609-3801735,cPa452
RETROSEQ_chr21:3801800-3801900,cPa183
RETROSEQ_chr21:3910852-3911032,cPa363
RETROSEQ_chr21:4047924-4048071,cPa452
RETROSEQ_chr21:4094570-4094674,cPa450
RETROSEQ_chr21:4175848-4175960,cPa50
