locus,erv.assigned,erv.assigned.freq,n.erv.called,actual.stop,actual.start,all.hits.ervs,all.hits.counts,locus.width,mapped.width
chrZ-1447360_1447794,HERV-W_repbase_HERV17_LTR17-unknown,0.4,9,1447742,1447409,cPa62_cPa62-cPa75-hybrid_cPa71_cPa71-cPa75-hybrid_cPa71-unknown_cPa75_HERV-W_repbase_HERV17_LTR17_HERV-W_repbase_HERV17_LTR17-cPa75-hybrid_HERV-W_repbase_HERV17_LTR17-unknown,2_1_1_3_2_6_4_5_16,434,333
chrZ-1451126_1451228,cPa539-cPa62-hybrid,1,1,1451176,1451176,cPa539-cPa62-hybrid,1,102,0
chrZ-1454530_1454632,cPa472,0.833333333333333,2,1454583,1454529,cPa472_cPa472-unknown,5_1,102,54
chrZ-14573757_14573859,cPa555,0.333333333333333,6,14573845,14573799,cPa257_cPa546-cPa257-hybrid_cPa546-cPa60-hybrid_cPa555_cPa555-cPa257-hybrid_cPa555-cPa60-hybrid,1_7_2_8_4_2,102,46
chrZ-14689183_14689285,cPa260_cPa75,0.5,2,14689233,14689229,cPa260_cPa75,1_1,102,4
chrZ-14689318_14689420,cPa260,0.5,3,14689391,14689348,cPa260_cPa260-cPa75-hybrid_cPa75,3_1_2,102,43
chrZ-14709021_14709192,cPa75,0.357142857142857,11,14709178,14709020,CAEV_NC001463-cPa75-hybrid_cPa285_cPa293_cPa402_cPa62_cPa62-cPa285-hybrid_cPa62-cPa293-hybrid_cPa62-cPa75-hybrid_cPa62-unknown_cPa75_cPa75-cPa109-hybrid,1_1_2_1_9_1_1_2_8_15_1,171,158
chrZ-14731179_14731281,cPa62,0.272727272727273,6,14731241,14731199,cPa254-cPa62-hybrid_cPa293-cPa62-hybrid_cPa62_cPa75_cPa75-cPa62-hybrid_cPa75-unknown,2_1_3_2_2_1,102,42
chrZ-14731457_14731559,cPa62,0.35,7,14731554,14731474,cPa201-cPa419-hybrid_cPa254-cPa62-hybrid_cPa285_cPa62_cPa75_cPa75-cPa62-hybrid_cPa75-unknown,1_2_1_7_1_3_5,102,80
chrZ-1477412_1477694,cPa62,0.711111111111111,3,1477664,1477462,cPa62_cPa62-cPa75-hybrid_cPa75,32_1_12,282,202
chrZ-1477841_1477995,cPa62,0.666666666666667,2,1477960,1477884,cPa62_cPa75,16_8,154,76
chrZ-1478169_1478271,cPa62,1,1,1478219,1478219,cPa62,1,102,0
chrZ-15003565_15003684,cPa62,0.96,2,15003646,15003599,cPa62_cPa62-unknown,24_1,119,47
chrZ-15089294_15089420,cPa450,0.426086956521739,12,15089391,15089297,cPa199_cPa199-cPa227-hybrid_cPa199-cPa273-hybrid_cPa199-cPa450-hybrid_cPa199-cPa542-hybrid_cPa199-cPa553-hybrid_cPa199-unknown_cPa227_cPa273_cPa450_cPa542_cPa553,7_4_14_3_5_9_6_4_9_49_4_1,126,94
chrZ-15147720_15147822,cPa62,1,1,15147789,15147770,cPa62,3,102,19
chrZ-15155802_15155911,cPa339,0.254385964912281,10,15155894,15155806,cPa339_cPa339-cPa447-hybrid_cPa339-cPa62-hybrid_cPa339-unknown_cPa444-cPa339-hybrid_cPa444-cPa390-hybrid_cPa444-cPa447-hybrid_cPa444-cPa62-hybrid_cPa444-unknown_cPa447,29_7_1_2_5_8_23_5_13_21,109,88
chrZ-15287438_15287553,cPa456,0.4,8,15287541,15287465,cPa363_cPa363-cPa117-hybrid_cPa363-cPa452-hybrid_cPa419-cPa117-hybrid_cPa456_cPa456-cPa117-hybrid_cPa543-cPa117-hybrid_cPa587-cPa117-hybrid,8_1_1_1_14_6_1_3,115,76
chrZ-15440367_15440469,cPa452,1,1,15440417,15440417,cPa452,1,102,0
chrZ-15452216_15452372,cPa75,0.5,3,15452320,15452266,cPa75_cPa75-HERV-W_repbase_HERV17_LTR17-hybrid_HERV-W_repbase_HERV17_LTR17,2_1_1,156,54
chrZ-15452809_15453059,cPa75_cPa75-HERV-W_repbase_HERV17_LTR17-hybrid,0.5,2,15453007,15452859,cPa75_cPa75-HERV-W_repbase_HERV17_LTR17-hybrid,4_4,250,148
chrZ-15453122_15453224,cPa75-HERV-W_repbase_HERV17_LTR17-hybrid_HERV-W_repbase_HERV17_LTR17,0.5,2,15453221,15453172,cPa75-HERV-W_repbase_HERV17_LTR17-hybrid_HERV-W_repbase_HERV17_LTR17,1_1,102,49
chrZ-1546998_1547100,cPa142,1,1,1547048,1547048,cPa142,1,102,0
chrZ-15531044_15531211,cPa540,0.577777777777778,8,15531205,15531086,cPa127_cPa127-cPa11-hybrid_cPa241-cPa11-hybrid_cPa515_cPa515-cPa11-hybrid_cPa515-unknown_cPa540_cPa540-cPa11-hybrid,6_1_5_1_4_1_26_1,167,119
chrZ-15639434_15639536,cPa188-EqFV_NC002201-hybrid,0.5,4,15639498,15639443,cPa188-EqFV_NC002201-hybrid_cPa188-HML7_repbase_HERVK11DI_MER11D-hybrid_cPa188-unknown_cPa545-EqFV_NC002201-hybrid,6_1_2_3,102,55
chrZ-15640318_15640430,HML7_repbase_HERVK11DI_MER11D,0.84,2,15640380,15640330,HML7_repbase_HERVK11DI_MER11D_HML7_repbase_HERVK11DI_MER11D-unknown,21_4,112,50
chrZ-1570495_1570597,cPa75_HERV-W_repbase_HERV17_LTR17-cPa75-hybrid,0.5,2,1570595,1570545,cPa75_HERV-W_repbase_HERV17_LTR17-cPa75-hybrid,1_1,102,50
chrZ-1585274_1585461,cPa62,1,1,1585409,1585324,cPa62,7,187,85
chrZ-16058054_16058167,cPa174-cPa404-hybrid_cPa254_cPa425_cPa47,0.25,4,16058115,16058104,cPa174-cPa404-hybrid_cPa254_cPa425_cPa47,1_1_1_1,113,11
chrZ-16069261_16069363,cPa75,1,1,16069320,16069311,cPa75,29,102,9
chrZ-16237370_16237472,cPa555-HERV-W_repbase_HERV17_LTR17-hybrid_cPa95-HERV-W_repbase_HERV17_LTR17-hybrid,0.285714285714286,5,16237421,16237392,cPa272-cPa75-hybrid_cPa272-S71_repbase_HERVS71_LTR6A-hybrid_cPa555-HERV-W_repbase_HERV17_LTR17-hybrid_cPa95-HERV-W_repbase_HERV17_LTR17-hybrid_cPa95-S71_repbase_HERVS71_LTR6A-hybrid,1_1_2_2_1,102,29
chrZ-16237618_16237720,cPa95-HERV-W_repbase_HERV17_LTR17-hybrid,0.255813953488372,9,16237670,16237668,cPa272-cPa75-hybrid_cPa272-GaLV_M26927-hybrid_cPa272-HERV-W_repbase_HERV17_LTR17-hybrid_cPa272-S71_repbase_HERVS71_LTR6A-hybrid_cPa555-GaLV_M26927-hybrid_cPa555-HERV-W_repbase_HERV17_LTR17-hybrid_cPa555-S71_repbase_HERVS71_LTR6A-hybrid_cPa95-GaLV_M26927-hybrid_cPa95-HERV-W_repbase_HERV17_LTR17-hybrid,4_2_10_1_3_10_1_1_11,102,2
chrZ-16270681_16270783,cPa339_cPa390_cPa447,0.285714285714286,4,16270741,16270731,cPa339_cPa390_cPa444-unknown_cPa447,2_2_1_2,102,10
chrZ-16334472_16334574,cPa363_cPa456,0.333333333333333,4,16334525,16334520,cPa363_cPa456_cPa587-cPa117-hybrid_cPa75-cPa117-hybrid,2_2_1_1,102,5
chrZ-16538751_16538853,cPa47,0.714285714285714,2,16538843,16538788,cPa425_cPa47,2_5,102,55
chrZ-16539910_16540083,cPa47,0.375,5,16540061,16539940,cPa174_cPa404_cPa404-unknown_cPa425_cPa47,5_2_1_7_9,173,121
chrZ-16641316_16641418,cPa15,0.666666666666667,2,16641370,16641366,cPa118_cPa15,1_2,102,4
chrZ-16962605_16962707,HERV-R_repbase_HERV3_LTR4-cPa530-hybrid,1,1,16962655,16962655,HERV-R_repbase_HERV3_LTR4-cPa530-hybrid,1,102,0
chrZ-16962985_16963094,HERV-R_repbase_HERV3_LTR4-unknown,0.6,2,16963044,16963035,HERV-R_repbase_HERV3_LTR4-cPa138-hybrid_HERV-R_repbase_HERV3_LTR4-unknown,2_3,109,9
chrZ-16966569_16966876,cPa127,0.226130653266332,61,16966874,16966570,cPa11_cPa11-cPa127-hybrid_cPa11-cPa290-hybrid_cPa11-cPa356-hybrid_cPa11-cPa515-hybrid_cPa11-cPa530-hybrid_cPa11-cPa531-hybrid_cPa11-cPa540-hybrid_cPa11-cPa552-hybrid_cPa11-cPa555-hybrid_cPa11-unknown_cPa127_cPa127-cPa356-hybrid_cPa127-cPa515-hybrid_cPa127-cPa530-hybrid_cPa127-cPa540-hybrid_cPa127-unknown_cPa241_cPa241-cPa127-hybrid_cPa241-cPa356-hybrid_cPa241-cPa515-hybrid_cPa241-cPa530-hybrid_cPa241-cPa540-hybrid_cPa241-cPa552-hybrid_cPa241-cPa555-hybrid_cPa241-unknown_cPa356_cPa356-cPa515-hybrid_cPa356-cPa530-hybrid_cPa356-cPa540-hybrid_cPa356-cPa552-hybrid_cPa356-unknown_cPa419_cPa511-cPa241-hybrid_cPa511-cPa515-hybrid_cPa515_cPa515-cPa356-hybrid_cPa515-cPa530-hybrid_cPa530_cPa530-cPa515-hybrid_cPa531_cPa531-cPa127-hybrid_cPa531-cPa241-hybrid_cPa531-cPa515-hybrid_cPa531-cPa530-hybrid_cPa531-cPa540-hybrid_cPa531-cPa555-hybrid_cPa531-unknown_cPa540_cPa540-cPa127-hybrid_cPa540-cPa515-hybrid_cPa540-cPa530-hybrid_cPa540-cPa531-hybrid_cPa540-unknown_cPa552_cPa552-cPa127-hybrid_cPa552-cPa515-hybrid_cPa552-cPa530-hybrid_cPa552-unknown_cPa555_cPa555-cPa530-hybrid,16_8_2_11_5_9_1_2_1_3_15_135_1_2_1_1_1_10_1_1_7_12_1_2_1_1_75_2_8_2_1_3_3_1_1_58_1_2_11_1_39_1_1_2_3_2_1_3_76_1_2_4_1_6_20_2_1_3_2_7_1,307,304
chrZ-16966936_16967038,cPa127,0.25,7,16966986,16966935,cPa11_cPa11-cPa515-hybrid_cPa127_cPa356_cPa419_cPa530_cPa552,1_1_2_1_1_1_1,102,51
chrZ-17090900_17091002,cPa62,0.8,2,17090973,17090919,cPa62_cPa62-unknown,4_1,102,54
chrZ-1713176_1713278,cPa62,0.9375,2,1713226,1713188,cPa62_cPa62-unknown,15_1,102,38
chrZ-17165173_17165275,CAEV_NC001463,0.666666666666667,2,17165254,17165192,CAEV_NC001463_CAEV_NC001463-HML7_repbase_HERVK11DI_MER11D-hybrid,2_1,102,62
chrZ-17222418_17222535,cPa75-cPa62-hybrid,0.625,4,17222520,17222468,cPa201_cPa62_cPa75_cPa75-cPa62-hybrid,1_1_1_5,117,52
chrZ-1735697_1735867,cPa75,0.525,7,1735839,1735742,cPa62-HERV-W_repbase_HERV17_LTR17-hybrid_cPa71-cPa62-hybrid_cPa75_cPa75-HERV-W_repbase_HERV17_LTR17-hybrid_HERV-W_repbase_HERV17_LTR17_HERV-W_repbase_HERV17_LTR17-cPa62-hybrid_HERV-W_repbase_HERV17_LTR17-cPa75-hybrid,2_1_21_2_11_2_1,170,97
chrZ-17612059_17612216,cPa104,0.412280701754386,13,17612198,17612109,cPa104_cPa190_cPa219_cPa220_cPa220-cPa104-hybrid_cPa220-cPa190-hybrid_cPa220-cPa219-hybrid_cPa258_cPa258-cPa104-hybrid_cPa258-cPa190-hybrid_cPa258-cPa219-hybrid_cPa258-cPa220-hybrid_cPa258-unknown,47_12_22_9_1_2_2_1_3_4_7_1_3,157,89
chrZ-17703394_17703496,cPa62,1,1,17703444,17703444,cPa62,1,102,0
chrZ-18066505_18066701,HERV-W_repbase_HERV17_LTR17-cPa75-hybrid,0.555555555555556,3,18066652,18066555,cPa482-cPa75-hybrid_cPa75_HERV-W_repbase_HERV17_LTR17-cPa75-hybrid,1_3_5,196,97
chrZ-18066961_18067097,cPa75,0.5,3,18067075,18067011,cPa75_HERV-W_repbase_HERV17_LTR17_HERV-W_repbase_HERV17_LTR17-cPa75-hybrid,6_1_5,136,64
chrZ-1818128_1818234,cPa62,1,1,1818182,1818166,cPa62,13,106,16
chrZ-18228907_18229009,cPa529,0.333333333333333,5,18228960,18228931,cPa14-unknown_cPa247_cPa452_cPa456_cPa529,1_1_1_1_2,102,29
chrZ-18301_18403,cPa529-cPa254-hybrid,1,1,18351,18351,cPa529-cPa254-hybrid,1,102,0
chrZ-18696942_18697044,cPa220,0.333333333333333,5,18697004,18696985,cPa104-cPa18-hybrid_cPa104-cPa190-hybrid_cPa104-cPa220-hybrid_cPa190_cPa220,6_2_2_4_7,102,19
chrZ-18734805_18734909,cPa62,1,1,18734859,18734812,cPa62,12,104,47
chrZ-18734912_18735014,cPa62,1,1,18734962,18734946,cPa62,3,102,16
chrZ-1897427_1897529,cPa447,1,1,1897478,1897477,cPa447,2,102,1
chrZ-19196271_19196373,cPa75,1,1,19196324,19196281,cPa75,5,102,43
chrZ-19242965_19243077,cPa241-unknown,0.970588235294118,2,19243026,19243010,cPa241-unknown_cPa419,33_1,112,16
chrZ-19314915_19315017,cPa62,0.972222222222222,2,19314988,19314938,cPa285-cPa62-hybrid_cPa62,1_35,102,50
chrZ-19505737_19505839,cPa452,0.583333333333333,3,19505823,19505761,cPa363_cPa452_cPa452-unknown,4_7_1,102,62
chrZ-19506103_19506257,cPa363,0.5,5,19506247,19506112,cPa363_cPa452_cPa452-cPa363-hybrid_cPa452-cPa587-hybrid_cPa587,10_6_1_1_2,154,135
chrZ-1959535_1959637,cPa62,1,1,1959585,1959538,cPa62,2,102,47
chrZ-1970901_1971003,cPa75,1,1,1970951,1970951,cPa75,1,102,0
chrZ-1976250_1976352,cPa75-unknown,1,1,1976300,1976300,cPa75-unknown,1,102,0
chrZ-1977799_1977901,cPa308,0.5,3,1977859,1977849,cPa308_cPa353_cPa353-unknown,3_2_1,102,10
chrZ-19844722_19844873,cPa62-unknown,0.533333333333333,4,19844853,19844732,cPa62-cPa75-hybrid_cPa62-HERV-W_repbase_HERV17_LTR17-hybrid_cPa62-unknown_cPa75,4_2_8_1,151,121
chrZ-19844882_19844985,cPa62-unknown_cPa75,0.363636363636364,4,19844963,19844891,cPa62-cPa75-hybrid_cPa62-HERV-W_repbase_HERV17_LTR17-hybrid_cPa62-unknown_cPa75,2_1_4_4,103,72
chrZ-19890860_19890962,cPa75,1,1,19890910,19890910,cPa75,1,102,0
chrZ-19891031_19891308,cPa75,0.521739130434783,7,19891256,19891033,cPa62_cPa62-cPa71-hybrid_cPa62-cPa75-hybrid_cPa62-unknown_cPa71-cPa75-hybrid_cPa75_cPa75-unknown,14_1_3_2_1_24_1,277,223
chrZ-19891373_19891533,cPa62,0.454545454545455,7,19891495,19891410,cPa62_cPa62-cPa75-hybrid_cPa62-unknown_cPa71_cPa71-cPa75-hybrid_cPa75_cPa75-unknown,30_4_4_1_1_25_1,160,85
chrZ-20013133_20013235,cPa62,1,1,20013186,20013164,cPa62,7,102,22
chrZ-20264419_20264533,cPa150_cPa150-cPa246-hybrid_cPa216-cPa302-hybrid_cPa246_cPa255-cPa246-hybrid,0.2,5,20264481,20264469,cPa150_cPa150-cPa246-hybrid_cPa216-cPa302-hybrid_cPa246_cPa255-cPa246-hybrid,1_1_1_1_1,114,12
chrZ-20329029_20329131,HERV-W_repbase_HERV17_LTR17,1,1,20329079,20329079,HERV-W_repbase_HERV17_LTR17,1,102,0
chrZ-20329500_20329602,HERV-W_repbase_HERV17_LTR17,0.736842105263158,3,20329555,20329520,cPa62_cPa62-HERV-W_repbase_HERV17_LTR17-hybrid_HERV-W_repbase_HERV17_LTR17,2_3_14,102,35
chrZ-20329736_20329838,HERV-W_repbase_HERV17_LTR17,1,1,20329786,20329776,HERV-W_repbase_HERV17_LTR17,3,102,10
chrZ-20330660_20330762,HERV-W_repbase_HERV17_LTR17,0.888888888888889,2,20330750,20330682,cPa75_HERV-W_repbase_HERV17_LTR17,1_8,102,68
chrZ-20330869_20331090,HERV-W_repbase_HERV17_LTR17,0.321428571428571,15,20331038,20330877,cPa62_cPa62-cPa71-hybrid_cPa62-HERV-W_repbase_HERV17_LTR17-hybrid_cPa62-KoRV_AF151794-hybrid_cPa62-unknown_cPa71_cPa71-KoRV_AF151794-hybrid_cPa71-unknown_cPa75_cPa75-HERV-W_repbase_HERV17_LTR17-hybrid_cPa75-KoRV_AF151794-hybrid_cPa75-unknown_HERV-W_repbase_HERV17_LTR17_HERV-W_repbase_HERV17_LTR17-KoRV_AF151794-hybrid_KoRV_AF151794,3_1_5_1_9_6_1_2_2_1_1_2_18_1_3,221,161
chrZ-20373105_20373271,cPa472,0.68,8,20373220,20373145,cPa395_cPa395-unknown_cPa419_cPa472_cPa472-unknown_cPa511-unknown_cPa527-unknown_cPa555,1_1_1_34_8_1_3_1,166,75
chrZ-20373550_20373652,cPa472-cPa315-hybrid,1,1,20373600,20373600,cPa472-cPa315-hybrid,1,102,0
chrZ-20416203_20416305,cPa529,0.8,2,20416259,20416249,cPa529_cPa529-cPa14-hybrid,4_1,102,10
chrZ-20467026_20467128,cPa529,0.5,4,20467082,20467067,cPa247_cPa247-cPa14-hybrid_cPa247-cPa95-hybrid_cPa529,1_1_2_4,102,15
chrZ-2053257_2053551,HERV-W_repbase_HERV17_LTR17-cPa62-hybrid,0.5,5,2053531,2053272,cPa75_cPa75-cPa62-hybrid_HERV-W_repbase_HERV17_LTR17_HERV-W_repbase_HERV17_LTR17-cPa62-hybrid_HERV-W_repbase_HERV17_LTR17-cPa75-hybrid,7_1_3_13_2,294,259
chrZ-2053730_2054136,cPa75,0.433333333333333,6,2054117,2053780,cPa62_cPa75_cPa75-cPa62-hybrid_HERV-W_repbase_HERV17_LTR17_HERV-W_repbase_HERV17_LTR17-cPa62-hybrid_HERV-W_repbase_HERV17_LTR17-cPa75-hybrid,1_13_1_4_8_3,406,337
chrZ-2054156_2054258,cPa75,0.5,3,2054257,2054168,cPa75_HERV-W_repbase_HERV17_LTR17-cPa62-hybrid_HERV-W_repbase_HERV17_LTR17-cPa75-hybrid,2_1_1,102,89
chrZ-2054279_2054409,HERV-W_repbase_HERV17_LTR17-cPa62-hybrid,0.44,4,2054406,2054280,cPa62_cPa75_HERV-W_repbase_HERV17_LTR17_HERV-W_repbase_HERV17_LTR17-cPa62-hybrid,1_7_6_11,130,126
chrZ-2057409_2057716,cPa75,0.571428571428571,4,2057686,2057459,cPa413-cPa62-hybrid_cPa413-unknown_cPa75_cPa75-cPa62-hybrid,1_1_8_4,307,227
chrZ-2057788_2058008,cPa75,0.571428571428571,4,2057997,2057838,cPa260-cPa62-hybrid_cPa62_cPa75_cPa75-cPa62-hybrid,1_1_4_1,220,159
chrZ-2058122_2058224,cPa75_cPa75-cPa62-hybrid,0.5,2,2058193,2058172,cPa75_cPa75-cPa62-hybrid,1_1,102,21
chrZ-20728525_20728627,cPa456_cPa456-cPa452-hybrid,0.5,2,20728575,20728529,cPa456_cPa456-cPa452-hybrid,1_1,102,46
chrZ-20728745_20728952,cPa465,0.433526011560694,21,20728952,20728795,cPa205_cPa247-cPa465-hybrid_cPa254-cPa465-hybrid_cPa298-cPa581-hybrid_cPa357-HERV-W_repbase_HERV17_LTR17-hybrid_cPa363_cPa363-cPa465-hybrid_cPa363-HERV-W_repbase_HERV17_LTR17-hybrid_cPa390-HERV-W_repbase_HERV17_LTR17-hybrid_cPa419_cPa452-cPa465-hybrid_cPa452-HERV-W_repbase_HERV17_LTR17-hybrid_cPa456-cPa131-hybrid_cPa456-cPa465-hybrid_cPa456-HERV-W_repbase_HERV17_LTR17-hybrid_cPa465_cPa465-HERV-W_repbase_HERV17_LTR17-hybrid_cPa61_cPa61-cPa465-hybrid_cPa61-HERV-W_repbase_HERV17_LTR17-hybrid_cPa71-HERV-W_repbase_HERV17_LTR17-hybrid,19_1_1_1_3_2_1_2_3_5_4_11_1_1_4_75_3_30_2_3_1,207,157
chrZ-20731527_20732128,cPa199,0.290804597701149,35,20732125,20731529,cPa138-cPa465-hybrid_cPa176-unknown_cPa183-cPa56-hybrid_cPa183-unknown_cPa199_cPa205_cPa223-unknown_cPa273-cPa119-hybrid_cPa273-cPa357-hybrid_cPa357-cPa199-hybrid_cPa363-unknown_cPa371-cPa56-hybrid_cPa390-cPa119-hybrid_cPa390-cPa199-hybrid_cPa390-cPa201-hybrid_cPa390-cPa332-hybrid_cPa390-cPa357-hybrid_cPa390-cPa419-hybrid_cPa390-cPa465-hybrid_cPa390-cPa518-hybrid_cPa390-cPa56-hybrid_cPa390-unknown_cPa394_cPa394-cPa332-hybrid_cPa394-cPa357-hybrid_cPa394-cPa56-hybrid_cPa394-unknown_cPa419_cPa428_cPa450-cPa56-hybrid_cPa452_cPa452-unknown_cPa542_cPa61_cPa61-unknown,1_1_1_2_253_251_1_1_1_1_9_1_2_2_2_9_2_2_1_1_1_55_2_5_1_1_1_5_1_1_1_10_2_239_1,601,596
chrZ-20733447_20733625,cPa205,0.50561797752809,2,20733575,20733464,cPa205_cPa61,45_44,178,111
chrZ-20744610_20744712,cPa62,1,1,20744710,20744660,cPa62,14,102,50
chrZ-21088301_21088403,cPa62,1,1,21088358,21088344,cPa62,3,102,14
chrZ-21131247_21131349,cPa285,1,1,21131297,21131297,cPa285,1,102,0
chrZ-21131404_21131506,cPa62,1,1,21131463,21131454,cPa62,2,102,9
chrZ-2119646_2119748,cPa62,1,1,2119746,2119686,cPa62,22,102,60
chrZ-21221115_21221217,cPa546-cPa113-hybrid,1,1,21221165,21221165,cPa546-cPa113-hybrid,1,102,0
chrZ-21221376_21221478,cPa546-cPa113-hybrid,1,1,21221426,21221426,cPa546-cPa113-hybrid,1,102,0
chrZ-21221650_21221752,cPa113,1,1,21221700,21221700,cPa113,1,102,0
chrZ-2127119_2127221,cPa62,0.75,2,2127175,2127160,cPa62_cPa62-unknown,3_1,102,15
chrZ-2127314_2127416,cPa62,1,1,2127364,2127364,cPa62,1,102,0
chrZ-21285084_21285188,cPa425,0.35,8,21285145,21285129,cPa174_cPa174-cPa404-hybrid_cPa174-cPa425-hybrid_cPa174-cPa47-hybrid_cPa254_cPa254-unknown_cPa425_cPa47,3_1_1_1_1_1_7_5,104,16
chrZ-2128546_2128649,cPa62,1,1,2128608,2128595,cPa62,10,103,13
chrZ-21314_21416,cPa18-cPa254-hybrid,1,1,21364,21364,cPa18-cPa254-hybrid,1,102,0
chrZ-21584755_21585400,HERV-W_repbase_HERV17_LTR17,0.541176470588235,9,21585348,21584776,cPa419_cPa62_cPa75_cPa75-HERV-W_repbase_HERV17_LTR17-hybrid_cPa75-unknown_HERV-W_repbase_HERV17_LTR17_HERV-W_repbase_HERV17_LTR17-cPa62-hybrid_HERV-W_repbase_HERV17_LTR17-cPa75-hybrid_HERV-W_repbase_HERV17_LTR17-unknown,1_1_5_1_1_46_12_1_17,645,572
chrZ-2164525_2164697,cPa62-unknown,0.5,3,2164667,2164537,cPa62-cPa71-hybrid_cPa62-unknown_cPa75,2_4_2,172,130
chrZ-2164703_2164805,cPa75,1,1,2164753,2164753,cPa75,1,102,0
chrZ-2201106_2201292,HERV-W_repbase_HERV17_LTR17,0.842105263157895,4,2201267,2201132,cPa75-PERV_AJ293656-hybrid_HERV-W_repbase_HERV17_LTR17_HERV-W_repbase_HERV17_LTR17-cPa75-hybrid_PERV_AJ293656,1_16_1_1,186,135
chrZ-2201513_2201921,HERV-W_repbase_HERV17_LTR17,0.675,9,2201869,2201513,cPa62-cPa75-hybrid_cPa67-KoRV_AF151794-hybrid_cPa75_cPa75-cPa71-hybrid_HERV-W_repbase_HERV17_LTR17_HERV-W_repbase_HERV17_LTR17-unknown_KoRV_AF151794_PERV_AJ293656_PERV_AJ293656-KoRV_AF151794-hybrid,3_1_3_1_27_1_2_1_1,408,356
chrZ-2220067_2220173,cPa62,0.980769230769231,2,2220121,2220089,cPa62_cPa62-unknown,51_1,106,32
chrZ-22300892_22300994,cPa419-cPa456-hybrid,1,1,22300942,22300942,cPa419-cPa456-hybrid,1,102,0
chrZ-22468946_22469048,cPa62-HERV-W_repbase_HERV17_LTR17-hybrid_HERV-W_repbase_HERV17_LTR17,0.416666666666667,4,22469013,22468975,cPa62-cPa75-hybrid_cPa62-HERV-W_repbase_HERV17_LTR17-hybrid_cPa75_HERV-W_repbase_HERV17_LTR17,1_5_1_5,102,38
chrZ-22527323_22527437,cPa391,0.5,3,22527385,22527373,cPa293_cPa293-unknown_cPa391,1_1_2,114,12
chrZ-2270015_2270117,cPa285_cPa62,0.333333333333333,5,2270065,2270021,cPa285_cPa285-cPa71-hybrid_cPa62_cPa71_cPa71-cPa62-hybrid,3_1_3_1_1,102,44
chrZ-22711081_22711183,cPa456-cPa315-hybrid,0.317647058823529,9,22711170,22711118,cPa363_cPa363-cPa315-hybrid_cPa456_cPa456-cPa315-hybrid_cPa456-cPa587-hybrid_cPa456-unknown_cPa587_cPa587-cPa315-hybrid_cPa75-cPa315-hybrid,24_2_24_27_1_1_4_1_1,102,52
chrZ-22757178_22757300,cPa391-cPa62-hybrid,0.75,2,22757248,22757228,cPa363-cPa62-hybrid_cPa391-cPa62-hybrid,1_3,122,20
chrZ-22961034_22961136,cPa285-cPa293-hybrid,1,1,22961084,22961084,cPa285-cPa293-hybrid,1,102,0
chrZ-230977_231079,cPa62,1,1,231027,231027,cPa62,1,102,0
chrZ-231387_231492,cPa62,0.352941176470588,5,231484,231391,cPa492-cPa75-hybrid_cPa62_cPa62-cPa75-hybrid_cPa71_cPa75,1_6_3_3_4,105,93
chrZ-23194240_23194342,cPa62-unknown_cPa75-unknown,0.428571428571429,3,23194303,23194245,cPa62-unknown_cPa75_cPa75-unknown,3_1_3,102,58
chrZ-231968_232070,cPa62,1,1,232018,232012,cPa62,2,102,6
chrZ-232298_232435,cPa75_HERV-W_repbase_HERV17_LTR17,0.285714285714286,5,232428,232326,cPa62_cPa75_HERV-W_repbase_HERV17_LTR17_HERV-W_repbase_HERV17_LTR17-cPa62-hybrid_HERV-W_repbase_HERV17_LTR17-unknown,1_2_2_1_1,137,102
chrZ-232454_232556,cPa75,0.8,2,232511,232493,cPa62_cPa75,1_4,102,18
chrZ-23301806_23301911,cPa254,0.405405405405405,7,23301911,23301805,cPa174_cPa254_cPa404_cPa404-cPa174-hybrid_cPa404-cPa254-hybrid_cPa425-unknown_cPa47-cPa174-hybrid,7_15_2_9_1_1_2,105,106
chrZ-23381099_23381201,cPa62-cPa75-hybrid,0.428571428571429,4,23381182,23381116,cPa62_cPa62-cPa402-hybrid_cPa62-cPa75-hybrid_cPa62-unknown,2_1_3_1,102,66
chrZ-23381204_23381306,cPa62_cPa62-cPa75-hybrid,0.5,2,23381258,23381254,cPa62_cPa62-cPa75-hybrid,1_1,102,4
chrZ-23550662_23550767,cPa223,0.4,6,23550755,23550681,cPa174_cPa223_cPa223-cPa174-hybrid_cPa223-unknown_cPa392_cPa425,1_6_5_1_1_1,105,74
chrZ-24002415_24002517,cPa219,1,1,24002465,24002465,cPa219,1,102,0
chrZ-24002669_24002771,cPa219,1,1,24002719,24002719,cPa219,1,102,0
chrZ-24117377_24117483,cPa450,0.347826086956522,9,24117431,24117412,cPa199_cPa227_cPa227-unknown_cPa273-cPa199-hybrid_cPa273-unknown_cPa450_cPa542_cPa542-cPa199-hybrid_cPa553,1_1_1_3_1_8_1_2_5,106,19
chrZ-24502742_24502845,cPa500,0.369369369369369,13,24502826,24502760,cPa121_cPa157_cPa157-cPa121-hybrid_cPa157-cPa183-hybrid_cPa157-cPa500-hybrid_cPa183_cPa193_cPa193-cPa183-hybrid_cPa193-unknown_cPa229_cPa500_cPa500-cPa183-hybrid_cPa500-unknown,1_2_2_2_3_4_40_2_1_11_41_1_1,103,66
chrZ-24580445_24580547,cPa434,0.666666666666667,2,24580500,24580489,cPa434_cPa443,2_1,102,11
